human	mouse	corrs
KCNJ8	Kcnj8	0.739133904707564
RABAC1	Rabac1	1
PPP5C	Ppp5c	1
FAM57B	Fam57b	1
EID2B	Eid2b	1
MEX3B	Mex3b	1
ADAMDEC1	Adamdec1	1
GOLGA5	Golga5	0.383964404075054
CNOT4	Cnot4	1
PDIA5	Pdia5	1
HMGB1	Hmgb1	0.795084481209839
BCAM	Bcam	0.827978401650334
PHF1	Phf1	0.586179038650601
MSGN1	Msgn1	1
TCTE1	Tcte1	1
ELFN2	Elfn2	1
TFEC	Tfec	1
ZMIZ2	Zmiz2	0.662628689188641
GDF2	Gdf2	1
PRPF40B	Prpf40b	0.711242124581431
WNT10B	Wnt10b	1
MSR1	Msr1	1
EOGT	Eogt	1
SLC26A4	Slc26a4	0.727515456745779
PSMB1	Psmb1	1
KDM1B	Smox	0.293622299879211
TSPAN7	Tspan7	1
CAPSL	Capsl	1
FIGLA	Figla	1
LONP1	Lonp1	1
OR10A4	Olfr17	1
ADAM9	Adam9	1
RBM7	Rbm7	0.819488262908906
PAGR1	Pagr1a	1
ATG101	Atg101	1
PDCD7	Pdcd7	1
R3HDM4	R3hdm4	1
NAT10	Nat10	1
RINL	Rinl	1
CYP1B1	Cyp1b1	1
RCSD1	Rcsd1	1
SEPHS2	Sephs2	0.827773342642755
MTHFD1	Mthfd1	0.747565046884663
BMP10	Bmp10	1
FAM219B	Fam219b	1
SLC10A7	Slc10a7	1
LNX2	Lnx2	0.542107180744012
ZNF768	Zfp768	0.604803571867093
LGALS1	Lgals1	1
ARL3	Arl3	1
PRIM2	Prim2	1
ZNF148	Zfp148	1
TEX264	Tex264	1
SLC20A2	Slc20a2	0.665908016710248
LRCH3	Lrch3	1
CNOT10	Cnot10	1
RASGEF1A	Rasgef1a	1
CRY1	Cry1	0.655512294948536
ITPK1	Itpk1	1
OR6N2	Olfr430	1
GRINA	Grina	1
NEURL2	Neurl2	1
CFL2	Cfl2	0.878194682416436
ZC2HC1B	Zc2hc1b	1
GPR4	Gpr4	1
A4GALT	A4galt	1
CLDND2	Cldnd2	1
RHBDL3	Rhbdl3	1
CPT1C	Cpt1c	0.961692021278273
GPR82	Gpr82	1
LYSMD3	Lysmd3	1
FBXL7	Fbxl7	1
IREB2	Ireb2	0.588671651100333
REP15	Rep15	1
ENTHD1	Enthd1	1
WDR70	Wdr70	1
RCAN1	Rcan1	1
FAM3C	Fam3c	1
PRRT2	Prrt2	1
METTL8	Mettl8	1
DNAJC3	Dnajc3	1
CTNNAL1	Ctnnal1	0.706380647456254
PELO	Pelo	1
PLA1A	Pla1a	1
TSR3	Tsr3	1
GPR34	Gpr34	1
SPTLC1	Sptlc1	1
FDX1	Fdx1	1
MPPED2	Mpped2	1
FBXO15	Fbxo15	1
ACTG1	Actg1	0.808025867958982
SCAF11	Scaf11	1
GAS6	Gas6	1
FAM19A5	Fam19a5	1
SPIN3	Spin2d	0.496345708523308
TMEM209	Tmem209	1
PALD1	Pald1	1
DRD2	Drd2	1
STAP2	Stap2	1
AARS2	Aars2	1
JAKMIP1	Jakmip1	0.723588765035415
FAM19A4	Fam19a4	1
IL17A	Il17a	1
GPC3	Gpc3	1
G2E3	G2e3	1
BTBD16	Btbd16	1
LLGL1	Llgl1	0.797886860388644
PLTP	Pltp	1
PDCD11	Pdcd11	1
ARHGAP18	Arhgap18	1
FEM1B	Fem1b	1
LMBRD2	Lmbrd2	1
INSYN2	Fam196a	1
TPCN1	Tpcn1	1
ESYT2	Esyt2	0.812892837779062
CDKL1	Cdkl1	1
BCL11A	Bcl11a	0.905431204499049
COPZ1	Copz1	0.634288793606737
PREB	Preb	1
ZW10	Zw10	1
C11orf24	1810055G02Rik	1
KARS	Kars	1
LDB3	Ldb3	1
GGPS1	Ggps1	0.900565783599548
CDADC1	Cdadc1	1
AK5	Ak5	1
C2CD5	C2cd5	1
NRDE2	Nrde2	1
KLRG1	Klrg1	1
ACSL5	Acsl5	0.859597842166584
NT5C3A	Nt5c3	1
UBAP1	Ubap1	1
ARHGAP10	Arhgap10	0.63259650629239
CDK10	Cdk10	1
PGAM1	Pgam1	0.936742557790403
GPHA2	Gpha2	1
SHMT2	Shmt2	0.841120372783361
SERPINA7	Serpina7	1
CSNK2A2	Csnk2a2	0.837519768938839
IL20RA	Il20ra	1
INAFM1	Inafm1	1
POLR3A	Polr3a	1
SNX6	Snx6	1
MESP2	Mesp2	0.37174297857915
GPR137B	Gpr137b	1
BIN3	Bin3	1
ZNF532	Zfp532	1
RAB8B	Rab8b	0.795586622768372
PPFIA1	Ppfia1	1
SNCB	Sncb	1
CPA2	Cpa2	1
SOWAHB	Sowahb	1
PAWR	Pawr	1
SNAPC3	Snapc3	1
SFRP4	Frzb	0.650646546723508
ALG14	Alg14	1
NHLRC1	Nhlrc1	1
PPP1R36	Ppp1r36	1
CLASRP	Clasrp	1
MISP	Misp	1
RFWD3	Rfwd3	1
SPCS2	Spcs2	1
APP	App	1
LMOD3	Lmod3	1
LUZP2	Luzp2	1
KLK10	Klk10	1
SLTM	Sltm	1
CCR9	Ccr9	1
FUT2	Fut2	1
MTRR	Mtrr	1
RBM39	Rbm39	1
GPR18	Gpr18	1
SIPA1	Sipa1	1
SETD2	Setd2	1
PTS	Pts	1
SRY	Sry	1
USP19	Usp19	1
USP18	Usp18	0.505098384527973
HS3ST1	Hs3st1	1
OPA1	Opa1	1
ERN2	Ern2	0.984159220707069
FAM122B	Fam122b	0.662303748314655
PPP1R16B	Ppp1r16b	1
SERPINI1	Serpini1	1
GAMT	Gamt	1
GMNN	Gmnn	1
BMPER	Bmper	1
MRM1	Mrm1	1
IGFBP7	Igfbp7	1
CFAP69	Cfap69	1
ARNT2	Arnt2	0.887853004689415
ATP5MD	Usmg5	1
AAK1	Aak1	0.536810246544653
PRDM13	Prdm13	1
CLN5	Cln5	1
CDKN1C	Cdkn1c	1
TAF5	Taf5	1
ABHD10	Abhd10	1
PTH2	Pth2	1
TNFRSF13C	Tnfrsf13c	1
CSRNP1	Csrnp1	1
TMIGD1	Tmigd1	1
TNFAIP8L3	Tnfaip8l3	0.782368765957081
RPP21	Rpp21	1
MSANTD4	Msantd4	1
JDP2	Jdp2	1
RDX	Rdx	0.364142014195194
ZDHHC16	Zdhhc16	1
TRPM4	Trpm4	0.725842629670673
CLDN7	Cldn7	0.90480165485586
KPNA4	Kpna3	0.807628816896811
CS	Csl	1
GPX2	Gpx2	1
FSD2	Fsd2	0.939705117165137
ARHGEF28	Arhgef28	0.697395299808511
SLC15A2	Slc15a2	1
CCDC54	Ccdc54	1
SCAPER	Scaper	1
SH3GL1	Sh3gl1	0.6920211105654
TCF23	Tcf23	1
WDFY4	Wdfy4	0.974570663926344
ACTG2	Actg2	0.852732914894727
OR10G6	Olfr981	1
SERP2	Serp2	0.807642240023799
SAA2	Saa2	0.961877750109895
CDCA7L	Cdca7l	1
EDEM1	Edem1	1
LYPD5	Lypd5	1
C11orf42	Gm5901	1
SHISA2	Shisa2	1
DACT2	Dact2	1
DDX54	Ddx54	1
ZBTB26	Zbtb26	1
ECT2L	Ect2l	1
TNFSF9	Tnfsf9	1
TUBAL3	Tubal3	0.856951631314934
ANXA13	Anxa13	1
MC1R	Mc1r	1
SLC25A17	Slc25a17	1
DHFR	Dhfr	1
CSK	Csk	0.888660740589094
CEACAM18	Ceacam18	1
NDRG4	Ndrg4	1
SAE1	Sae1	1
BCL2	Bcl2	1
USP38	Usp38	1
KLHDC1	Klhdc1	1
CAMSAP3	Camsap3	1
FXYD1	Fxyd1	1
GOLGA4	Golga4	1
SAAL1	Saal1	1
SRD5A3	Srd5a3	1
SDF2	Sdf2	0.717004914662606
CDH3	Cdh3	0.747213875893738
MAGEC2	Magea1	0.122773286624263
CTBP1	Ctbp1	0.452940056392914
EXOSC8	Exosc8	1
ABCC9	Abcc9	0.910032912363486
TRMT61A	Trmt61a	1
ZNF652	Zfp652	0.417105101918995
PGAM5	Pgam5	1
AMOTL2	Amotl2	1
DRC7	Drc7	1
PODN	Podn	1
IRF2BPL	Irf2bpl	1
DRD1	Drd1	1
POLR1C	Polr1c	1
DHRS7	Dhrs7	1
XKR8	Xkr8	1
CAST	Cast	1
ATG10	Atg10	1
HHATL	Hhatl	1
INSM1	Insm1	1
HSPA12A	Hspa12a	0.919293243485387
ARID5B	Arid5b	1
C15orf48	AA467197	1
IL15	Il15	1
FBXO25	Fbxo25	1
SNX19	Snx19	1
EPHX2	Ephx2	0.735300212465996
C5orf34	4833420G17Rik	1
PPP1R14A	Ppp1r14a	1
ARV1	Arv1	1
TSPYL5	Tspyl5	0.656084060427854
OR4K14	Olfr723	0.170101049141136
C1orf146	1700028K03Rik	1
PCOLCE	Pcolce	1
TSSK2	Tssk2	1
EIF3K	Eif3k	1
PLAC8L1	Plac8l1	1
ITGB1	Itgb1	0.76532971704639
C16orf82	4930571K23Rik	1
NXPE3	Nxpe3	1
GDA	Gda	1
CAPN13	Capn13	1
OR4N5	Olfr733	0.212546156771039
CFAP58	Cfap58	1
TAF2	Taf2	1
HARS	Hars	0.838311763218561
FFAR4	Ffar4	1
TAS2R3	Tas2r137	1
SLC25A28	Slc25a28	1
LSM5	Lsm5	1
TNFRSF17	Tnfrsf17	1
GUCY2GP	Gucy2g	1
CAV3	Cav3	1
SRSF4	Srsf6	0.828959999411235
CYP2C9	Cyp2c69	0.980237344194956
NSUN7	Nsun7	1
BCL9L	Bcl9l	0.359216205549787
CYB5A	Cyb5a	1
PHF2	Phf2	0.546956191038692
ACTRT1	Actrt1	0.618662977445282
NCAM2	Ncam2	0.802792798977207
AFP	Afp	1
THUMPD1	Thumpd1	1
UBL3	Ubl3	1
SLC35A1	Slc35a1	1
TMEM87B	Tmem87b	1
SRPX	Srpx	1
PIGH	Pigh	1
CENPV	Cenpv	1
SFXN1	Sfxn1	0.702484725637151
EIF3D	Eif3d	1
PKM	Pkm	0.935634089186952
FEM1A	Fem1a	1
STK24	Stk24	1
GLRX5	Glrx5	0.278843706358733
TMEM168	Tmem168	1
MEAF6	Meaf6	1
ATAD2B	Atad2b	1
COA6	Coa6	1
TAS2R41	Tas2r126	1
ATG4D	Atg4d	1
VOPP1	Vopp1	1
C8orf74	4930578I06Rik	1
CYB5R1	Cyb5r1	1
QPCT	Qpct	1
MRPL32	Mrpl32	1
TNFRSF12A	Tnfrsf12a	1
RBX1	Rbx1	1
CLHC1	Clhc1	1
DGKH	Dgkh	0.719738765834811
OR5B21	Olfr1444	1
MMAA	Mmaa	1
ASPRV1	Asprv1	1
IFNA14	Ifna5	0.114465797334148
SPATA24	Spata24	1
RAD9A	Rad9a	1
APOC1	Apoc1	1
GPR143	Gpr143	1
FLRT1	Flrt1	0.699302323779063
SUSD6	Susd6	1
TRMT12	Trmt12	1
LTV1	Ltv1	1
EXOC6	Exoc6	0.523305150907747
AKAP6	Akap6	1
SPAST	Spast	1
TLX1	Tlx1	1
CCDC92	Ccdc92	1
OR4Q3	Olfr735	1
ALPK3	Alpk3	1
OSR2	Osr2	1
CCNI	Ccni	1
LTBP3	Ltbp3	1
KBTBD8	Kbtbd8	1
SOGA3	Soga3	1
MYADM	Myadm	1
RAB15	Rab15	0.677092247239245
RSPH1	Rsph1	1
COX7A2L	Cox7a2l	1
PDE8B	Pde8b	0.804907491942533
ZBTB6	Zbtb6	1
MLST8	Mlst8	1
TUBA1A	Tuba1a	0.820388363483603
ARC	Arc	1
C16orf86	4933405L10Rik	1
FOSL1	Fosl1	1
DENND4B	Dennd4b	0.568197544950923
HNRNPDL	Rbm31y	1
TMEM232	Tmem232	1
NEUROD6	Neurod6	1
KLK11	Klk11	1
SMC6	Smc6	1
GCM2	Gcm2	1
ATG14	Atg14	1
POLR3K	Polr3k	1
OR2A42	Olfr441	0.223788411967116
ZMYND15	Zmynd15	1
HEBP2	Hebp2	1
MBOAT2	Mboat2	1
TMEM179	Tmem179	1
ELAVL3	Elavl3	1
FASTKD3	Fastkd3	1
TGFB1I1	Tgfb1i1	1
TSPAN15	Tspan15	1
PRR15	Prr15	1
ACO1	Aco1	1
CWF19L1	Cwf19l1	1
SYNE1	Syne1	0.809594409534394
CDK5R1	Cdk5r1	1
ANO10	Ano10	1
KCNJ5	Kcnj5	1
WDR7	Wdr7	1
TESK1	Tesk1	1
HAGHL	Haghl	1
RABGGTA	Rabggta	1
C12orf4	D6Wsu163e	1
SP7	Sp7	1
ALAS1	Alas1	0.790754578960279
RTL1	Rtl1	1
APOBEC1	Apobec1	1
MAP3K11	Map3k11	0.660121943205731
CLIP4	Clip4	1
HUWE1	Huwe1	1
CLTA	Clta	1
MCCC2	Mccc2	1
SLC38A4	Slc38a4	1
MILR1	Milr1	1
TBCA	Tbca	1
TMEM218	Tmem218	1
SKIDA1	Skida1	1
BCL2L10	Bcl2l10	1
ADRB1	Adrb1	1
WDR45B	Wdr45b	1
FAM83D	Fam83d	1
RBM34	Rbm34	1
RXFP3	Rxfp3	1
IL5RA	Il5ra	1
RHOB	Rhob	0.500952290910098
FRAT1	Frat2	0.590773299879696
APOBEC2	Apobec2	0.937739724451429
ISLR2	Islr2	1
MYB	Myb	1
STK11	Stk11	1
RRP36	Rrp36	1
ASNS	Asns	1
PDLIM3	Pdlim3	1
TYRP1	Dct	0.124783907448213
FCGR3A	Fcgr4	0.897586914688524
MADCAM1	Madcam1	1
SORCS3	Sorcs3	0.876757765675249
KCNE3	Kcne3	1
HACD2	Hacd2	1
GTF2H2	Gtf2h2	0.759435725769135
RPUSD1	Rpusd1	1
ANKRD34B	Ankrd34b	1
TCF25	Tcf25	1
PSMA2	Psma2	1
EIF3A	Eif3a	1
GULOP	Gulo	1
TNRC18	Tnrc18	1
BAIAP2	Baiap2	1
RAD17	Rad17	1
MYO9B	Myo9b	1
UPK1A	Upk1a	1
ENPP2	Enpp2	0.622307788587684
CLEC11A	Clec11a	1
KIF1C	Kif1c	1
NDUFB6	Ndufb6	1
PHF20L1	Phf20l1	1
LRRC36	Lrrc36	1
LARS	Lars	1
NOL7	Nol7	1
ASTN2	Astn2	1
EMD	Emd	1
PRAMEF1	E330014E10Rik	0.715160122784422
TMEM45B	Tmem45b	1
EREG	Ereg	1
FAM189A1	Fam189a1	1
FAM168A	Fam168a	1
CD70	Cd70	1
HERC6	Herc6	0.641851852025502
PTPN9	Ptpn9	1
CDCP1	Cdcp1	1
TOPORS	Topors	1
SGCB	Sgcb	1
SKA3	Ska3	1
SLC17A4	Slc17a4	0.993973461630991
TRIM34	Trim12c	0.89591165024801
NAGA	Naga	1
OR4K15	Olfr726	0.408732267432183
IMPA2	Impa2	1
GLDC	Gldc	1
HAL	Hal	1
TMEM41B	Tmem41b	1
PDZK1IP1	Pdzk1ip1	1
MCC	Mcc	1
RPP25	Rpp25	1
PPP1R8	Ppp1r8	1
KRTAP21-1	Krtap21-1	1
PLEKHO2	Plekho2	1
DIS3	Dis3	1
CHMP4C	Chmp4c	0.778875107666746
OR11H4	Olfr747	1
CYSTM1	Cystm1	1
NDUFA2	Ndufa2	1
BRMS1	Brms1	1
LYST	Lyst	1
FNIP2	Fnip2	0.802165318544493
VIP	Vip	1
NIPSNAP3A	Nipsnap3b	0.553308388224373
PTPN1	Ptpn1	0.80673690296007
CNR1	Cnr1	1
RICTOR	Rictor	1
RALGAPA1	Ralgapa1	0.62902597472874
MOS	Mos	1
KLHDC3	Klhdc3	1
BVES	Bves	1
TAAR6	Taar8c	1
CPT2	Cpt2	1
ADAD2	Adad2	1
MPPE1	Mppe1	1
UCP1	Ucp1	1
TAF1B	Taf1b	1
CSRP3	Csrp3	0.83835551843852
ADAM3A	Adam3	1
RPS6KA5	Rps6ka5	0.656199788231797
RDH13	Rdh13	1
PTP4A1	Ptp4a1	0.662246782898326
JAGN1	Jagn1	1
OR4K2	Olfr730	1
USHBP1	Ushbp1	1
ANKLE1	Ankle1	1
OR4M1	Olfr734	0.19458574232953
CHERP	Cherp	1
ZNF501	Gm7145	0.356398204259753
RBPMS2	Rbpms2	0.87131689001914
ZNF804A	Zfp804a	1
BTC	Btc	1
MARCH7	March7	1
NT5E	Nt5e	1
CAMKMT	Camkmt	1
GEN1	Gen1	1
ESD	Esd	1
CD276	Cd276	1
ANAPC10	Anapc10	1
MAK	Mak	0.688783186166228
TTC8	Ttc8	1
LRPAP1	Lrpap1	1
PLGRKT	Plgrkt	1
EIF5A2	Eif5a2	0.736564964151738
SFTPC	Sftpc	1
PDE1C	Pde1c	0.728545406259168
CNNM1	Cnnm1	1
EIF3L	Eif3l	1
HAO2	Hao2	1
PEX11A	Pex11a	1
FBXO38	Fbxo38	1
GAS2L3	Gas2l3	1
TMEM236	Tmem236	1
EFHC2	Efhc2	1
RAD9B	Rad9b	1
PLEKHJ1	Plekhj1	1
TACR2	Tacr2	1
TMEM215	Tmem215	1
RPS11	Rps11	1
ATP8A2	Atp8a2	0.617207651888537
HTR2A	Htr2a	1
GCAT	Gcat	0.619046454150334
SNX16	Snx16	1
ARHGEF33	Arhgef33	1
PRKACA	Prkaca	0.453428689318418
CYB5B	Cyb5b	1
BDKRB1	Bdkrb1	1
TMEM136	Tmem136	1
SPIDR	Spidr	1
RTTN	Rttn	1
LYPD6	Lypd6	1
GLMN	Glmn	1
FECH	Fech	1
KCTD21	Kctd21	1
RANBP10	Ranbp10	0.502173628610017
RPL37A	Rpl37a	1
ST7L	St7	0.303192189994656
CD163	Cd163	0.362512771881404
FBXO24	Fbxo24	1
FANCF	Fancf	1
RNF121	Rnf121	0.505842040581447
SYNE2	Syne2	0.36186198150571
SPIB	Spib	1
SLC39A6	Slc39a6	1
UBE2D4	Ube2d4	0.65955935697142
SNX4	Snx4	1
HTATSF1	Htatsf1	1
SH3BGRL2	Sh3bgrl2	1
ZNF518B	Zfp518b	1
BBS10	Bbs10	1
LILRB5	Lilra5	0.755489305047699
RXFP4	Rxfp4	1
SPATA31E1	Gm906	0.237300680588564
PRPH	Prph	1
ITGA7	Itga7	1
DISC1	Disc1	1
PPP1R37	Ppp1r37	1
COQ6	Coq6	1
DUSP11	Dusp11	1
ZC3H3	Zc3h3	1
SCG2	Scg2	1
CHURC1	Churc1	1
BEAN1	Bean1	1
INTS10	Ints10	1
ATG5	Atg5	1
OR5C1	Olfr368	1
CAP2	Cap2	1
FOXH1	Foxh1	1
SPRY3	Spry3	1
LAMP3	Lamp3	1
CBFB	Cbfb	1
RASSF5	Rassf5	1
MEMO1	Memo1	1
BEND4	Bend4	1
ARHGAP15	Arhgap15	1
LRFN3	Lrfn3	0.584665418785411
CLEC14A	Clec14a	1
CCL17	Ccl17	1
DLST	Dlst	1
ACSL6	Acsl6	0.694471104258277
NAAA	Naaa	1
ULK3	Ulk3	1
HTATIP2	Htatip2	1
C1orf131	2810004N23Rik	1
SLC26A6	Slc26a6	1
SPATA6L	4430402I18Rik	1
ALLC	Allc	1
DYNC1H1	Dync1h1	0.781256471891259
CD36	Cd36	1
TTC32	Ttc32	1
SAV1	Sav1	1
SIPA1L2	Sipa1l2	0.696434566111352
MVB12B	Mvb12b	1
MAFF	Maff	1
PALM	Palm	1
GNRH1	Gnrh1	1
ARL14	Arl14	1
YBX3	Ybx3	1
POT1	Pot1b	1
C16orf96	4930562C15Rik	1
ID4	Id4	1
ATOH1	Atoh1	1
CATSPER1	Catsper1	1
MXI1	Mxi1	1
ATP6V0A4	Atp6v0a4	0.96972476753508
GON7	Gm28051	1
SMARCD1	Smarcd1	0.571397874894925
DGAT2	Dgat2	1
ACTR6	Actr6	1
TRIM32	Trim32	1
PRELID1	Prelid1	1
BDH1	Bdh1	1
FAM122C	Fam122c	0.256133804887998
LYSMD4	Lysmd4	1
UST	Ust	1
ZNF136	Zfp869	0.71410697465035
CST6	Cst6	1
CXCL10	Cxcl10	1
CYP39A1	Cyp39a1	1
AP5B1	Ap5b1	1
ZNF628	Zfp628	1
SWAP70	Swap70	0.930904417058891
RBMS2	Rbms2	1
LRRC18	Lrrc18	0.690149167902692
MGAT4A	Mgat4a	0.653254465227171
DDX24	Ddx24	1
RNASE9	Rnase9	1
SAMD8	Samd8	1
SYNPO	Synpo	1
HCST	Hcst	1
SBNO2	Sbno2	1
KIAA0930	5031439G07Rik	1
BIK	Bik	1
LCOR	Lcor	1
ZFYVE1	Zfyve1	1
BEST2	Best2	0.986108413690831
GHRL	Ghrl	1
FAM47A	Dbpht2	0.893116764696396
TBX5	Tbx5	1
MFF	Mff	1
CDH16	Cdh16	1
SLC25A38	Slc25a38	1
NEK6	Nek6	0.788934705337865
BDKRB2	Bdkrb2	1
TSGA10IP	Tsga10ip	1
NFKBIA	Nfkbia	1
CHURC1-FNTB	Fntb	0.454215754486916
MRPS27	Mrps27	1
PLIN3	Plin3	1
GGNBP2	Ggnbp2	1
CT47A7	Gm6268	0.960305079159971
SERTAD3	Sertad3	1
SLC44A4	Slc44a4	0.95892272210107
ANKRD28	Ankrd28	0.636739417267419
AQP11	Aqp11	1
CHST6	Chst5	0.640079424850892
ZNF131	Zfp131	1
ACAN	Acan	1
PTCHD4	Ptchd4	1
IGSF6	Igsf6	1
IL27RA	Il27ra	1
CAPS2	Caps2	1
TMEM178B	Tmem178b	1
HNRNPC	Hnrnpc	0.921521347634687
RNASEH2C	Rnaseh2c	1
DNASE1L2	Dnase1l2	1
HEATR5A	Heatr5a	0.631569733593411
BUD31	Bud31	1
COLQ	Colq	1
NID2	Nid2	0.783598824265591
MON2	Mon2	1
FES	Fes	0.764282762394999
SLC25A13	Slc25a13	0.722263365051242
NEUROG1	Neurog1	1
AGA	Aga	1
SCARB2	Scarb2	1
SUPT6H	Supt6	1
CUTC	Cutc	1
PDE2A	Pde2a	1
RNASE6	Rnase6	0.913186221368293
DIXDC1	Dixdc1	1
TMPRSS9	Tmprss9	1
ROPN1L	Ropn1l	1
ZNF32	Zfp637	0.541274127941097
SYT5	Syt5	1
CRIM1	Crim1	1
TMEM238	Tmem238	1
ZBTB24	Zbtb24	0.852626263695495
SPATA4	Spata4	1
CCDC184	Ccdc184	1
LTB4R2	Ltb4r2	0.351851423132554
KLF10	Klf10	1
MTMR12	Mtmr12	1
NDUFA13	Ndufa13	1
AAAS	Aaas	1
FXYD7	Fxyd7	0.766545482576633
HSPBP1	Hspbp1	1
MTX1	Mtx1	0.798246879978444
GAS2	Gas2	1
TJAP1	Tjap1	1
RNASE4	Rnase4	1
GRID1	Grid1	0.877582235632835
LALBA	Lalba	1
TMCO3	Tmco3	1
SCG5	Scg5	1
SCARA3	Scara3	1
HNRNPUL1	Hnrnpul1	1
SENP7	Senp7	1
MYOM2	Myom2	1
KCNH8	Kcnh3	0.562385335569493
DNAH2	Dnah11	0.920742754929971
ADGRE3	Adgre4	1
HACD1	Hacd1	1
SLC4A9	Slc4a9	0.96711044814969
SNF8	Snf8	1
RRP9	Rrp9	1
PARP10	Parp10	1
ETFA	Etfa	1
FSHR	Lhcgr	0.34407810541132
VWA5B2	Vwa5b2	1
CALB2	Calb2	1
CTDP1	Ctdp1	1
GSR	Gsr	1
ADCY9	Adcy9	1
ACACA	Acaca	0.768015491500828
LRRC10	Lrrc10	1
TWIST1	Twist1	1
NDUFB9	Ndufb9	1
KRT84	Krt84	1
MYCBPAP	Mycbpap	1
NUDT21	Nudt21	1
DSE	Dse	0.569849675374953
SERPINH1	Serpinh1	1
ATP6V0E1	Atp6v0e	0.848555105502678
LANCL2	Lancl2	1
PLAUR	Plaur	1
U2AF1L4	U2af1l4	0.289808750854497
KLK4	Klk4	1
KCNV2	Kcnv2	1
NCS1	Ncs1	1
OLIG2	Olig2	1
PRKD2	Prkd2	0.761455100885901
CLPS	Clps	0.345487753522394
XPO7	Xpo7	0.783317145698068
SPIRE1	Spire1	1
HNRNPH1	Hnrnpf	0.946646946733923
PPM1D	Ppm1d	1
WDR64	Wdr64	1
SLC44A5	Slc44a5	0.576315410218817
DAZL	Dazl	0.926666824734327
RNASEK	Rnasek	1
PCDHGC3	Pcdhgc3	1
DDX60L	Ddx60	0.839580445966081
TIFA	Tifa	1
KANSL2	Kansl2	1
SNAPC4	Snapc4	1
MVP	Mvp	1
TMBIM1	Tmbim1	0.401576630821478
GNPTAB	Gnptab	1
FAM49B	Fam49b	1
MLF1	Mlf1	1
RCL1	Rcl1	1
TBL3	Tbl3	1
POLG2	Polg2	1
SLCO1B1	Slco1b2	0.999520953667347
ARG1	Arg1	0.939411145082467
NOP9	Nop9	1
ISG15	Isg15	1
ZDHHC20	Zdhhc20	0.842245392034075
N4BP2L2	N4bp2l2	1
ARAP3	Arap3	0.46601526415534
FRMD6	Frmd6	1
NMBR	Nmbr	1
DPH2	Dph2	1
MYOD1	Myod1	1
ADAM22	Adam22	1
RNF139	Rnf139	1
NUP107	Nup107	1
SLITRK1	Slitrk1	1
NACC1	Nacc1	1
PACSIN2	Pacsin2	0.668665171230569
LCN6	Lcn6	1
GPR150	Gpr150	1
ASPSCR1	Aspscr1	1
EGF	Egf	1
TAF3	Taf3	1
PCCA	Pcca	1
SLC39A4	Slc39a4	1
VAV2	Vav2	0.827134236073944
GGA2	Gga2	1
PSAP	Psap	1
IZUMO4	Izumo4	1
DHX35	Dhx35	1
SURF1	Surf1	0.368633994078418
C11orf95	2700081O15Rik	1
CLEC6A	Clec4n	1
SMAGP	Smagp	1
USP44	Usp44	0.825583057870425
PRKCD	Prkcd	0.896644642116831
TIMM13	Timm13	1
SHISA8	Shisa8	0.695861312941372
ALDH3B2	Aldh3b2	0.524008407092655
GADD45B	Gadd45b	1
WNT8A	Wnt8a	1
SLC35E3	Slc35e3	1
COLEC10	Colec10	1
TNFSF11	Tnfsf11	1
SNTG1	Sntg1	1
GPR160	Gpr160	1
TDRD7	Tdrd7	1
MBNL2	Mbnl2	1
EBAG9	Ebag9	1
CKAP2	Ckap2	1
MYH15	Myh15	1
GPM6A	Gpm6a	1
SLC17A2	Slc17a2	0.988701931573291
PPIL6	Ppil6	0.778671953559707
VIM	Vim	1
TMOD4	Tmod4	1
PROM1	Prom1	1
RBM38	Rbm38	0.89483421064278
FBXO32	Fbxo32	1
E2F5	E2f5	1
SUSD4	Susd4	1
LEMD2	Lemd2	1
WEE1	Wee1	1
CMPK2	Cmpk2	1
EIF2D	Eif2d	1
MTCH2	Mtch2	1
GTF2IRD1	Gtf2ird1	1
CCDC58	Ccdc58	1
DCAF15	Dcaf15	1
PTCD1	Ptcd1	1
CCDC85C	Ccdc85c	1
LTN1	Ltn1	1
HAPLN3	Hapln3	1
PCM1	Pcm1	1
DTX4	Dtx4	0.289717978798927
CPXCR1	Cpxcr1	1
TMEM41A	Tmem41a	1
FBXW8	Fbxw8	1
MAGEB18	Mageb18	1
REC114	Rec114	1
ZNF180	Zfp180	1
RAF1	Raf1	0.34931613184513
CXCL9	Cxcl9	1
AP1AR	Ap1ar	1
CD24	Cd24a	1
CENPW	Cenpw	1
MAP1LC3A	Map1lc3a	0.584576746232495
TRIQK	Triqk	1
FUK	Fuk	1
CPA4	Cpa4	1
OR4K1	Olfr728	0.753246312167461
KIF11	Kif11	1
CASP3	Casp3	0.857725601012391
STK17B	Stk17b	1
SYCE1	Syce1l	0.667075128562494
PPP3CC	Ppp3cc	0.792410710065869
C19orf33	2200002D01Rik	1
SLC25A27	Slc25a27	1
PDZD7	Pdzd7	1
EXD1	Exd1	1
PRRT1	Prrt1	1
FANCM	Fancm	1
TMEM221	Tmem221	1
MFSD2B	Mfsd2b	1
FAM32A	Fam32a	1
ABCA10	Abca5	0.593206412191739
CFD	Cfd	1
PTK2	Ptk2	1
TMEM198B	Tmem198b	1
RBM11	Rbm11	0.860370840522465
GIF	Gif	1
GDF7	Gdf7	1
SVIP	Svip	1
VPS54	Vps54	1
RAB7A	Rab7	0.716325210264158
CHCHD1	Chchd1	1
ENKD1	Enkd1	1
